primary_employer_name,alias_name,alias_type,usage_count
"MERCURY INSURANCE SERVICES, LLC",MERCURY INSURANCE GROUP,TRADE_NAME_DBA,22
WESTCHESTER COUNTY HEALTH CARE CORPORATION,WESTCHESTER MEDICAL CENTER,TRADE_NAME_DBA,22
"ADVENTIST HEALTH SYSTEM/SUNBELT, INC",ADVENTHEALTH SEBRING,TRADE_NAME_DBA,22
ST. BARNABAS HOSPITAL,NOT APPLICABLE,TRADE_NAME_DBA,22
"MULTIPLAN, INC","CLARITEV, INC",TRADE_NAME_DBA,22
BANCROFT A NEW JERSEY NON PROFIT CORPORATION,BANCROFT NEUROHEALTH A NEW JERSEY NON PROFIT CORPORATION,TRADE_NAME_DBA,21
APTIV CORPORATION,APTIV,TRADE_NAME_DBA,21
IT CATS LLC,INFOWAY SOFTWARE,TRADE_NAME_DBA,21
"ROCKET, LLC",RKT HOLDINGS,TRADE_NAME_DBA,21
"SKILZMATRIX DIGITAL, LLC",SKILZMATRIX,TRADE_NAME_DBA,21
"ARTECH, LLC","ARTECH INFORMATION SYSTEMS, LLC",TRADE_NAME_DBA,21
IT ADVANZ LLC,N/A/N,TRADE_NAME_DBA,21
TECHFIELD LLC,TECH CONSULTING,TRADE_NAME_DBA,21
"THE SMILE MISSION SOUTH MIAMI, PLLC",THE SMILE MISSION,TRADE_NAME_DBA,21
ALBERT EINSTEIN MEDICAL CENTER,JEFFERSON EINSTEIN PHILADELPHIA HOSPITAL,TRADE_NAME_DBA,21
"UNIFIED SCHOOL DISTRICT 480, LIBERAL",LIBERAL USD 480,TRADE_NAME_DBA,21
CGG SERVICES (U.S.) INC,VIRIDIEN,TRADE_NAME_DBA,21
MH SUB I LLC,"INTERNET BRANDS, INC",TRADE_NAME_DBA,20
VISION SERVICE PLAN,VSP VISION CARE,TRADE_NAME_DBA,20
"JOHN MEZZALINGUA ASSOCIATES, LLC",JMA WIRELESS,TRADE_NAME_DBA,20
THE NATURE CONSERVANCY,ENVIRONMENTAL ORGANIZATION,TRADE_NAME_DBA,20
SPACE EXPLORATION TECHNOLOGIES CORP,SPACEX,TRADE_NAME_DBA,20
NOKIA OF AMERICA CORPORATION,00000,TRADE_NAME_DBA,20
STREAMVECTOR INC,SIGMOID ANALYTICS,TRADE_NAME_DBA,20
KETTERING MEDICAL CENTER,KETTERING HEALTH MAIN CAMPUS,TRADE_NAME_DBA,20
"SALTZMAN, TANIS, PITTELL, LEVIN AND JACOBSON LLC",PEDIATRIC ASSOCIATES,TRADE_NAME_DBA,20
CMFG LIFE INSURANCE COMPANY,TRUSTAGE,TRADE_NAME_DBA,20
RGB SYSTEMS,EXTRON ELECTRONICS,TRADE_NAME_DBA,20
"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",C.S.U.N,TRADE_NAME_DBA,20
MACHINE LEARNING TECHNOLOGIES LLC,MACHINE LEARNING LLC,TRADE_NAME_DBA,20
P3 GEEKS INC,N / A,TRADE_NAME_DBA,20
"UNIVERSITY AT ALBANY, STATE UNIVERSITY OF NEW YORK",SUNY ALBANY,TRADE_NAME_DBA,19
"ALTAIR TECHNOLOGIES, INC",NOT APPLICABLE,TRADE_NAME_DBA,19
"BACKOFFICE ASSOCIATES, LLC",SYNITI,TRADE_NAME_DBA,19
COMMISSION ON MEDICAL CARE,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,TRADE_NAME_DBA,19
AARIYA TECH INC,AARIYA'S INFO TECH,TRADE_NAME_DBA,19
PRESIDENT AND BOARD OF TRUSTEES OF SANTA CLARA COLLEGE,SANTA CLARA UNIVERSITY,TRADE_NAME_DBA,19
"PSKW, LLC",CONNECTIVERX,TRADE_NAME_DBA,19
WAFERWIRE LLC,WAFERWIRE CLOUD TECHNOLOGIES,TRADE_NAME_DBA,19
OSCAR MANAGEMENT CORPORATION,OSCAR HEALTH,TRADE_NAME_DBA,19
"VIACOM INTERNATIONAL SERVICES, INC",PARAMOUNT GLOBAL,TRADE_NAME_DBA,19
"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CSUSB,TRADE_NAME_DBA,19
"KASTECH SOLUTIONS, LLC",KASTECH SOFTWARE SOLUTIONS GROUP,TRADE_NAME_DBA,19
SV IT INC,NOT APPLICABLE,TRADE_NAME_DBA,19
THE MOUNT SINAI COMMUNITY FOUNDATION,SINAI MEDICAL GROUP,TRADE_NAME_DBA,19
"ONE ON ONE PHYSICAL THERAPY, LLC",DBA JAG PHYSICAL THERAPY,TRADE_NAME_DBA,19
YKUNT INC,TECHDAY INC,TRADE_NAME_DBA,19
"TEAM BELVEDERE, LLC",BELVEDERE TRADING,TRADE_NAME_DBA,18
LOMA LINDA - INLAND EMPIRE CONSORTIUM FOR HEALTHCARE EDUCATION,LOMA LINDA UNIVERSITY HEALTH EDUCATION CONSORTIUM,TRADE_NAME_DBA,18
"ISSAM TINA SOLUTIONS, INC","I.T. SOLUTIONS, INC",TRADE_NAME_DBA,18
COUNSEL AI CORPORATION,HARVEY AI,TRADE_NAME_DBA,18
PAYCHEX NORTH AMERICA INC,PAYCHEX,TRADE_NAME_DBA,18
"MALLA SYSTEMS, INC",EFULGENT,TRADE_NAME_DBA,18
SUTTER HEALTH,SUTTER HEALTH SYSTEM OFFICE,TRADE_NAME_DBA,18
SAMRAJYA SERVICES LLC,PINNACLE SOFTWARE SOLUTIONS,TRADE_NAME_DBA,18
WP COMPANY LLC,THE WASHINGTON POST,TRADE_NAME_DBA,18
INTEGRATION DEVELOPER NETWORK LLC,RAMSONS GROUP,TRADE_NAME_DBA,18
"ULTA, INC","ULTA BEAUTY, INC",TRADE_NAME_DBA,18
PURDUE UNIVERSITY,PURDUE UNIVERSITY FORT WAYNE,TRADE_NAME_DBA,18
HAMILTON SUNDSTRAND CORPORATION,COLLINS AEROSPACE,TRADE_NAME_DBA,18
OAKTON TECHNOLOGIES LLC,N / A,TRADE_NAME_DBA,18
CORPORATE COMPUTER SOLUTIONS LLC,CCS IT,TRADE_NAME_DBA,18
"TRICOPP, INC",CLOUDPATHS,TRADE_NAME_DBA,18
THE METROHEALTH SYSTEM,METROHEALTH MEDICAL CENTER,TRADE_NAME_DBA,18
AUJAS CYBERSECURITY LIMITED,AUJAS CYBERSECURITY,TRADE_NAME_DBA,18
PROPHECY CONSULTING INC,PROPHECY TECHNOLOGIES,TRADE_NAME_DBA,18
"AIFA LABS, LLC",F/K/A THINK AI LABS LLC,TRADE_NAME_DBA,18
RIGAS TECHNOLOGIES INC,N / A,TRADE_NAME_DBA,18
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER EL PASO,TEXAS TECH HEALTH,TRADE_NAME_DBA,18
"TUBI, INC",TUBITV,TRADE_NAME_DBA,17
RENTOKIL NORTH AMERICA INC,RENTOKIL,TRADE_NAME_DBA,17
GROCERY DELIVERY E-SERVICES USA INC,HELLOFRESH,TRADE_NAME_DBA,17
"CHEN TECH, LLC",CURITY,TRADE_NAME_DBA,17
"WALTER P. MOORE & ASSOCIATES, INC",WALTER P. MOORE,TRADE_NAME_DBA,17
WATERS TECHNOLOGIES CORPORATION,WATERS CORPORATION,TRADE_NAME_DBA,17
HAIER US APPLIANCE SOLUTIONS INC,GE APPLIANCES,TRADE_NAME_DBA,17
CARILION MEDICAL CENTER,CARILION CLINIC,TRADE_NAME_DBA,17
NATIONAL MARROW DONOR PROGRAM,DBA NMDP,TRADE_NAME_DBA,17
ALO LLC,ALO YOGA,TRADE_NAME_DBA,17
"H. LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE LIFETIME CANCER SCREENING CENTER, INC",D/B/A MOFFITT MEDICAL GROUP,TRADE_NAME_DBA,17
DICE IT SOLUTIONS LLC,TECHPROJECTS,TRADE_NAME_DBA,17
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,UNIVERSITY OF NEBRASKA OMAHA,TRADE_NAME_DBA,17
"FORMAGRID, INC",DBA AIRTABLE,TRADE_NAME_DBA,17
"ZESTFINANCE, INC",ZEST AI,TRADE_NAME_DBA,17
"NEW YORK GENOME CENTER, INC",NEW YORK GENOME CENTER,TRADE_NAME_DBA,17
RMSI NORTH AMERICA INC,N / A,TRADE_NAME_DBA,17
"SIRRUS SOFTWARE SERVICES, INC",CYNERZY SYSTEMS,TRADE_NAME_DBA,17
SBA ACQUISITION GROUP,"SWITCHBOARD APPARATUS, INC",TRADE_NAME_DBA,17
FIDELITY BROKERAGE SERVICES LLC,FIDELITY INVESTMENTS,TRADE_NAME_DBA,16
ABBVIE US LLC,AN ABBVIE COMPANY,TRADE_NAME_DBA,16
MITRA CAPITAL GROUP LLC,JUPITER TECHNOLOGIES,TRADE_NAME_DBA,16
"SICANGU OYATE HO, INC",SAINT FRANCIS INDIAN SCHOOL,TRADE_NAME_DBA,16
FUBOTV MEDIA INC,FUBOTV,TRADE_NAME_DBA,16
"SENSATA TECHNOLOGIES, INC",N / A,TRADE_NAME_DBA,16
INOVA HEALTH CARE SERVICES,INOVA HEALTH SYSTEM,TRADE_NAME_DBA,16
ANCHOR LABS INC,ANCHORAGE DIGITAL,TRADE_NAME_DBA,16
"JSMN INTERNATIONAL, INC",N / A,TRADE_NAME_DBA,16
THE NEBRASKA MEDICAL CENTER,NEBRASKA MEDICINE,TRADE_NAME_DBA,16
STATE UNIVERSITY OF NEW YORK DOWNSTATE HEALTH SCIENCES UNIVERSITY,SUNY DOWNSTATE HEALTH SCIENCES UNIVERSITY,TRADE_NAME_DBA,16
"NATIONSTAR MORTGAGE, LLC",MR. COOPER,TRADE_NAME_DBA,16
ELISE A.I. TECHNOLOGIES CORP,ELISEAI,TRADE_NAME_DBA,16
QUARTET LLC,QUARTET AI,TRADE_NAME_DBA,16
"COMTEK GLOBAL, INC",CENTILLIONZ,TRADE_NAME_DBA,16
UNIV OF WI SYSTEM/PLATTEVILLE,C/O INTERNATIONAL FACULTY AND STAFF SERVICES,TRADE_NAME_DBA,16
THE HEIL CO,3RD EYE,TRADE_NAME_DBA,16
BRILLIUS TECHNOLOGIES INC,BRILLIUS INC,TRADE_NAME_DBA,16
"SAINT FRANCIS HOSPITAL - EVANSTON, LLC",SAINT FRANCIS HOSPITAL,TRADE_NAME_DBA,16
PARINAMA LLC,AMISTAD TECHNOLOGIES,TRADE_NAME_DBA,16
DIGITAL TECHNOLOGIES LLC,DIGITALX LLC,TRADE_NAME_DBA,16
POLAR OPERATIONS LLC,IMC MARKETS,TRADE_NAME_DBA,16
"INTUPOINT, INC",POINTEL,TRADE_NAME_DBA,15
BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY,BERKSHIRE HATHAWAY,TRADE_NAME_DBA,15
SUVIP SOLUTIONS INC,USEREADY,TRADE_NAME_DBA,15
ADROIX CORP,DBA CODEFORCE 360,TRADE_NAME_DBA,15
THE METHODIST HOSPITAL,HOUSTON METHODIST,TRADE_NAME_DBA,15
"U.S. ELECTRONICS, INC",LUMIN INNOVATIONS INC,TRADE_NAME_DBA,15
BANKERS HEALTHCARE GROUP LLC,BHG FINANCIAL,TRADE_NAME_DBA,15
VISIONSOFT INC,NOT APPLICABLE,TRADE_NAME_DBA,15
"EXZAC, INC",MATRIX-IFS,TRADE_NAME_DBA,15
"PHYSICIANS NETWORK MEDICAL GROUP, INC",ADVENTIST HEALTH MEDICAL GROUP,TRADE_NAME_DBA,15
ADVENTIST HEALTH SYSTEM/SUNBELT INC,ADVENTHEALTH CELEBRATION,TRADE_NAME_DBA,15
TEAMITSERVE INC,TEAMITSERVEUSA,TRADE_NAME_DBA,15
LITTLE SCHOLARS OF ARKANSAS,LISA ACADEMY,TRADE_NAME_DBA,15
"INCEDO, INC","IB TECHNOLOGY SOLUTIONS, INC",TRADE_NAME_DBA,15
"UNIVERSITY MEDICAL CENTER, INC",UOFL HEALTH - UOFL HOSPITAL,TRADE_NAME_DBA,15
"TECHNO9 SOLUTIONS, INC",N / A,TRADE_NAME_DBA,15
"TELECOMMUNICATION SYSTEMS, INC",COMTECH TELECOMMUNICATIONS CORP,TRADE_NAME_DBA,15
G3 SOFT INC,N / A,TRADE_NAME_DBA,15
TBC - THE BORING COMPANY,THE BORING COMPANY,TRADE_NAME_DBA,15
WENTWORTH-DOUGLASS PHYSICIAN CORPORATION,WENTWORTH HEALTH PARTNERS,TRADE_NAME_DBA,15
INTELLISOFT TECHNOLOGIES,WWW.INTELLISOFT-TECH.COM,TRADE_NAME_DBA,15
FACULTY PHYSICIANS & SURGEONS OF LLUSM,D/B/A LOMA LINDA UNIVERSITY FACULTY MEDICAL GROUP,TRADE_NAME_DBA,15
"ASCENSION HEALTH-IS, INC",ASCENSION TECHNOLOGIES,TRADE_NAME_DBA,15
"HENNEPIN HEALTHCARE SYSTEM, INC",HENNEPIN COUNTY MEDICAL CENTER (HCMC),TRADE_NAME_DBA,15
"PLUTO, INC",PLUTO TV,TRADE_NAME_DBA,15
WELLSPAN MEDICAL GROUP,WELLSPAN HEALTH,TRADE_NAME_DBA,15
"UNIVERSITY OF CINCINNATI PHYSICIANS, INC","UC PHYSICIANS, INC",TRADE_NAME_DBA,15
PENTAGON FEDERAL CREDIT UNION,PENFED,TRADE_NAME_DBA,15
"BOSTON DYNAMICS AI INSTITUTE, LLC",ROBOTICS AND AI INSTITUTE,TRADE_NAME_DBA,15
INCANDESCENT TECHNOLOGIES INC,ITI DATA,TRADE_NAME_DBA,14
STATE UNIVERSITY OF NEW YORK - POLYTECHNIC INSTITUTE,SUNY - POLYTECHNIC INSTITUTE,TRADE_NAME_DBA,14
TMH PHYSICIAN ORGANIZATION,HOUSTON METHODIST SPECIALTY PHYSICIAN GROUP (HMSPG),TRADE_NAME_DBA,14
TRANSOCEAN RESOURCES MANAGEMENT INC,YAMIBUY.COM,TRADE_NAME_DBA,14
MEILBERT DE VERA LOPEZ,NORTHERN CONSTRUCTION,TRADE_NAME_DBA,14
MINNESOTA STATE COLLEGES AND UNIVERSITIES,"MINNESOTA STATE UNIVERSITY, MANKATO",TRADE_NAME_DBA,14
VIAC SERVICES COMPANY,VENERABLE,TRADE_NAME_DBA,14
"HAYDEN AI TECHNOLOGIES, INC",NOT APPLICABLE,TRADE_NAME_DBA,14
"RIVER CITY EDUCATION SERVICES, INC",RIVER CITY SCIENCE ACADEMY,TRADE_NAME_DBA,14
INDU LLC,INTIGROW,TRADE_NAME_DBA,14
THE LAYTON COMPANIES,LAYTON CONSTRUCTION COMPANY LLC,TRADE_NAME_DBA,14
"ASCENSION HEALTH - IS, INC",ASCENSION TECHNOLOGIES,TRADE_NAME_DBA,14
UNIVERSITY OF COLORADO HEALTH,UCHEALTH,TRADE_NAME_DBA,14
"CONAGRA BRANDS, INC",CONAGRA BRANDS,TRADE_NAME_DBA,14
"CATHOLIC HEALTH SYSTEM, INC",CATHOLIC HEALTH,TRADE_NAME_DBA,14
ALTRUIST CORPORATION,ALTRUIST,TRADE_NAME_DBA,14
RCC GLOBAL LLC,RED CLAY CONSULTING,TRADE_NAME_DBA,14
"SRIVIN INFOSYSTEMS, INC",MAHIMA SOFT,TRADE_NAME_DBA,14
GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,GLOBAL LIFE SCIENCES SOLUTIONS,TRADE_NAME_DBA,14
VALLEY NATIONAL BANK,VALLEY BANK,TRADE_NAME_DBA,14
"GEMOLOGICAL INSTITUTE OF AMERICA, INC",GIA INC,TRADE_NAME_DBA,14
"AGILETRAILBLAZERS, LLC",CIRRUSLABS,TRADE_NAME_DBA,14
WELLSPAN GOOD SAMARITAN HOSPITAL,WELLSPAN HEALTH,TRADE_NAME_DBA,14
CELLCO PARTNERSHIP,VERIZON WIRELESS,TRADE_NAME_DBA,14
NETCRACKER TECHNOLOGY CORPORATION,NETCRACKER,TRADE_NAME_DBA,14
CDF CELEBRATION LLC,CREATION VILLAGE WORLD SCHOOL,TRADE_NAME_DBA,14
LEHIGH VALLEY HOSPITAL INC,D/B/A LEHIGH VALLEY HEALTH NETWORK,TRADE_NAME_DBA,14
INSTITUTE OF GAS TECHNOLOGY,GTI ENERGY,TRADE_NAME_DBA,14
SPECTRUM HEALTH PRIMARY CARE PARTNERS,COREWELL HEALTH MEDICAL GROUP WEST,TRADE_NAME_DBA,14
EXCEL EDUCATION LLC,EXCEL-EDUCATION,TRADE_NAME_DBA,14
ACME CORPORATION,ACME SOLUTIONS,TRADE_NAME_DBA,14
INNOVATECH SOLUTIONS INC,IT CONSULTING,TRADE_NAME_DBA,13
"BASS PRO, LLC",BASS PRO SHOPS,TRADE_NAME_DBA,13
DURHAM COMMUNITY CHARTER SCHOOL,MAUREEN JOY CHARTER SCHOOL,TRADE_NAME_DBA,13
"ACTIMIZE, INC",NOT APPLICABLE,TRADE_NAME_DBA,13
"RETAIL SERVICES AND SYSTEMS, INC",TOTAL WINE & MORE,TRADE_NAME_DBA,13
VIMO INC,GET INSURED,TRADE_NAME_DBA,13
SPECIAL SCHOOL DISTRICT NO. 1,MINNEAPOLIS PUBLIC SCHOOLS,TRADE_NAME_DBA,13
CARS.COM,CARS COMMERCE INC,TRADE_NAME_DBA,13
FMR LLC,FIDELITY INVESTMENTS,TRADE_NAME_DBA,13
ABBOTT CARDIOVASCULAR SYSTEMS INC,(AN ABBOTT LABORATORIES COMPANY),TRADE_NAME_DBA,13
"FLORIDA HOSPITAL OCALA, INC",ADVENTHEALTH OCALA,TRADE_NAME_DBA,13
THE NEW SCHOOL,NOT APPLICABLE,TRADE_NAME_DBA,13
GALAXY US OPCO INC,VIALTO PARTNERS,TRADE_NAME_DBA,13
WSD DIGITAL LLC,REFRAME SOLUTIONS,TRADE_NAME_DBA,13
KANSAS CITY SOUTHERN RAILWAY COMPANY,CANADIAN PACIFIC KANSAS CITY,TRADE_NAME_DBA,13
AXXESS CONSULT INC,AXXESS HEALTHCARE CONSULT,TRADE_NAME_DBA,13
ABBVIE BIORESEARCH CENTER INC,AN ABBVIE COMPANY,TRADE_NAME_DBA,13
NITEOSOFT INC,COMPWORLDWIDE,TRADE_NAME_DBA,13
"NELNET BUSINESS SOLUTIONS, INC",NELNET BUSINESS SERVICES,TRADE_NAME_DBA,13
"COUNTY OF SANTA CRUZ, NOGALES UNIFIED SCHOOL DISTRICT 1",NOGALES UNIFIED SCHOOL DISTRICT,TRADE_NAME_DBA,13
"DANDELION PAYMENTS, INC, D.B.A. RIA MONEY TRANSFER",RIA FINANCIAL,TRADE_NAME_DBA,13
STATE UNIVERSITY OF NEW YORK AT ONEONTA,SUNY ONEONTA,TRADE_NAME_DBA,13
TT TECHNOLOGIES INC,NOT APPLICABLE,TRADE_NAME_DBA,13
TEAMSUCCESS LLC DBA HIED SUCCESS,HIED SUCCESS,TRADE_NAME_DBA,13
STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY,SUNY UPSTATE MEDICAL UNIVERSITY,TRADE_NAME_DBA,13
"ACADEMIC MEDICINE SERVICES, INC",UBMD INTERNAL MEDICINE,TRADE_NAME_DBA,13
"ATANE ENGINEERS, P.C.",ATANE CONSULTING,TRADE_NAME_DBA,13
TRIAD MATH AND SCIENCE ACADEMY CO,THE MATH AND SCIENCE ACADEMY OF APEX,TRADE_NAME_DBA,13
BILINGUALS INC,ACHIEVE BEYOND,TRADE_NAME_DBA,13
UNIV OF WI SYSTEM/LA CROSSE,C/O INTERNATIONAL FACULTY AND STAFF SERVICES,TRADE_NAME_DBA,13
TRIAD MATH AND SCIENCE ACADEMY CO,TRIANGLE MATH & SCIENCE ACADEMY,TRADE_NAME_DBA,13
LENNAR CORPORATION,LENNAR,TRADE_NAME_DBA,13
"HOSPITALIST MEDICINE PHYSICIANS OF TEXAS, PLLC",SOUND PHYSICIANS OF TEXAS III,TRADE_NAME_DBA,13
GENERIC SOLUTIONS INC,GENERIC SOLUTIONS,TRADE_NAME_DBA,13
SMARTEK21 LLC,SMARTEK21,TRADE_NAME_DBA,13
"MINDEX TECHNOLOGIES, INC",MINDEX,TRADE_NAME_DBA,13
COLORADO WEST HEALTHCARE SYSTEM,COMMUNITY HOSPITAL,TRADE_NAME_DBA,13
PADE HCM INC,PADE HCM LLC - PAIDHR,TRADE_NAME_DBA,13
VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,VIRGINIA TECH,TRADE_NAME_DBA,13
"ERESEARCH TECHNOLOGY, INC",CLARIO,TRADE_NAME_DBA,12
"SWIRE PACIFIC HOLDINGS, INC","SWIRE COCA-COLA, USA",TRADE_NAME_DBA,12
WILKINSON COUNTY OFFICE OF SUPERINTENDENT EDUCATION,WILKINSON COUNTY SCHOOL DISTRICT,TRADE_NAME_DBA,12
DISTRICT 742 COMMUNITY SCHOOLS,INDEPENDENT SCHOOL DISTRICT 742,TRADE_NAME_DBA,12
SYRAINFOTEK LLC,CLOUDQ,TRADE_NAME_DBA,12
KYYBA TECH INC,"CREATUS, INC",TRADE_NAME_DBA,12
"AMERICAN WAGERING, INC",WILLIAM HILL US,TRADE_NAME_DBA,12
CALIBER HOLDINGS LLC,CALIBER COLLISION,TRADE_NAME_DBA,12
ELK REGIONAL HEALTH CENTER,PENN HIGHLANDS ELK,TRADE_NAME_DBA,12
"THE MOST GROUP, INC",SIMPLIFY HEALTHCARE TECHNOLOGY,TRADE_NAME_DBA,12
"GOVERNMENTJOBS.COM, INC","DBA, NEOGOV",TRADE_NAME_DBA,12
DIGITEK SOFTWARE INC,N / A,TRADE_NAME_DBA,12
SUPERLOGIX INC,NOT APPLICABLE,TRADE_NAME_DBA,12
"MEMORIAL HOSPITAL FLAGLER, INC",ADVENTHEALTH PALM COAST,TRADE_NAME_DBA,12
RESEARCH TRIANGLE INSTITUTE (U.S.),RESEARCH TRIANGLE INSTITUTE,TRADE_NAME_DBA,12
"AINS, LLC",OPEXUS,TRADE_NAME_DBA,12
MAX PLANCK FLORIDA CORPORATION,MAX PLANCK FLORIDA INSTITUTE FOR NEUROSCIENCE,TRADE_NAME_DBA,12
STONY BROOK UNIVERSITY HOSPITAL,UNIVERSITY HOSPITAL AT STONY BROOK,TRADE_NAME_DBA,12
"OPEN SYSTEMS, INC",NOT APPLICABLE,TRADE_NAME_DBA,12
WIZCOM CORPORATION,N / A,TRADE_NAME_DBA,12
TELUS INTERNATIONAL (U.S.) CORP,TELUS INTERNATIONAL,TRADE_NAME_DBA,12
IT DIVISION INC,APEIRO TECHNOLOGIES,TRADE_NAME_DBA,12
"BABATEK, INC",IMPETUS,TRADE_NAME_DBA,12
TOTAL SYSTEM SERVICES LLC,D/B/A TSYS,TRADE_NAME_DBA,12
"WAVE LIFE SCIENCES USA, INC",WAVE LIFE SCIENCES,TRADE_NAME_DBA,12
"CONVERGENT SCIENCE, INC",CONVERGENT SCIENCE,TRADE_NAME_DBA,12
NCL (BAHAMAS) LTD,NORWEGIAN CRUISE LINE,TRADE_NAME_DBA,12
"AG&E ASSOCIATES, PLLC",AG&E STRUCTURAL ENGENUITY,TRADE_NAME_DBA,12
"INCONTACT, INC",NOT APPLICABLE,TRADE_NAME_DBA,12
"EMPLOYER DIRECT HEALTHCARE, LLC",LANTERN SPECIALTY CARE,TRADE_NAME_DBA,12
"HEALTHY START EDUCATION, INC",DURHAM CHARTER SCHOOL,TRADE_NAME_DBA,12
"NATIONAL REHABILITATION HOSPITAL, INC",D/B/A MEDSTAR NATIONAL REHABILITATION NETWORK,TRADE_NAME_DBA,12
GALAXY3 CORP INC,N / A,TRADE_NAME_DBA,12
"SPRINGML, INC",EGEN SOLUTIONS,TRADE_NAME_DBA,12
"SENTINELONE, INC","FKA SENTINEL LABS, INC",TRADE_NAME_DBA,12
SOUTHERN ILLINOIS MEDICAL SERVICES,SIH MEDICAL GROUP,TRADE_NAME_DBA,12
INABIA SOFTWARE AND CONSULTING INC,INABIA SOLUTIONS & CONSULTING INC,TRADE_NAME_DBA,12
"SHANDS JACKSONVILLE MEDICAL CENTER, INC",UF HEALTH JACKSONVILLE,TRADE_NAME_DBA,12
"MINISO DEPOT CA, INC",MINISO USA,TRADE_NAME_DBA,12
"SRI TECHNOLOGIES, INC",PRO TECHS GLOBAL,TRADE_NAME_DBA,12
AMSPEC LLC,AMSPEC,TRADE_NAME_DBA,12
"HEALTH INTELLIGENCE COMPANY, LLC",BLUE HEALTH INTELLIGENCE,TRADE_NAME_DBA,12
MAGNA SERVICES OF AMERICA INC,D/B/A MAGNA NEW MOBILITY,TRADE_NAME_DBA,12
CITY OF BOSTON TREASURY DIVISION,CITY OF BOSTON,TRADE_NAME_DBA,12
PWP EMPLOYER LP,PERELLA WEINBERG PARTNERS,TRADE_NAME_DBA,12
"WALTER P. MOORE & ASSOCIATES, INC",WALTER P MOORE,TRADE_NAME_DBA,12
"SEW-TECH, INC",METHODHUB,TRADE_NAME_DBA,11
ZAFFRE HEALTH PLAN SOLUTIONS LLC,BLUE CROSS BLUE SHIELD OF MASSACHUSETTS,TRADE_NAME_DBA,11
"ZENLEADS, INC",APOLLO.IO,TRADE_NAME_DBA,11
ABBOTT DIABETES CARE SALES CORPORATION,(AN ABBOTT LABORATORIES COMPANY),TRADE_NAME_DBA,11
IKON-TECH SERVICES LLC,N/A/N,TRADE_NAME_DBA,11
"CRUX DIGITAL, INC",DBA WINLEN TECHNOLOGIES INC,TRADE_NAME_DBA,11
"VITAS HOSPICE SERVICES, LLC",VITAS HEALTHCARE CORPORATION,TRADE_NAME_DBA,11
NORTECH NORTH AMERICA INC,ADROITTS,TRADE_NAME_DBA,11
GLOBAL TECHNOLOGY AND SERVICES INC,BIZTEK INNOVATION,TRADE_NAME_DBA,11
BYD COACH AND BUS LLC,RIDE COACH AND BUS,TRADE_NAME_DBA,11
VEENA CORP,OMEGA HIRES,TRADE_NAME_DBA,11
FREEDOM FINANCIAL ASSET MANAGEMENT LLC,ACHIEVE,TRADE_NAME_DBA,11
FREEDOM FINANCIAL NETWORK FUNDING LLC,ACHIEVE,TRADE_NAME_DBA,11
"PACIFIC BIOSCIENCES OF CALIFORNIA, INC",PACIFIC BIOSCIENCES OF CALIFORNIA,TRADE_NAME_DBA,11
FREEDOM DEBT RELIEF LLC,ACHIEVE,TRADE_NAME_DBA,11
"COVENANT MEDICAL CENTER, INC",COVENANT HEALTHCARE,TRADE_NAME_DBA,11
SELECT REHABILITATION LLC,SELECT REHABILITATION,TRADE_NAME_DBA,11
"SIXTH STREET OPPORTUNITIES PARTNERS, LP",SIXTH STREET PARTNERS,TRADE_NAME_DBA,11
ADVANCED TECHNOLOGY LABORATORIES INC,ASSET LABORATORIES,TRADE_NAME_DBA,11
SCIENTIFIC COMPONENTS CORP DBA MINI-CIRCUITS,MINI-CIRCUITS,TRADE_NAME_DBA,11
REGIONAL MANAGEMENT CORP,REGIONAL FINANCE,TRADE_NAME_DBA,11
REDIS INC,"FKA REDIS LABS, INC",TRADE_NAME_DBA,11
FINICITY CORPORATION,FINICITY,TRADE_NAME_DBA,11
"MEMORIAL HEALTH SYSTEMS, INC",ADVENTHEALTH DAYTONA BEACH,TRADE_NAME_DBA,11
"TRINITY HEALTH OF NEW ENGLAND PROVIDER NETWORK ORGANIZATION, INC",TRINITY HEALTH OF NEW ENGLAND MEDICAL GROUP,TRADE_NAME_DBA,11
ODESSA JUNIOR COLLEGE,ODESSA COLLEGE,TRADE_NAME_DBA,11
VIRTUE SERVE LLC,VIRTUES,TRADE_NAME_DBA,11
"SMART SOURCE TECHNOLOGIES, INC",SMART SOURCE,TRADE_NAME_DBA,11
EMINENCE TECHNOLOGY SOLUTIONS INC,EMINENCE,TRADE_NAME_DBA,11
"MERCY CLINICS, INC",MERCYONE MEDICAL GROUP CENTRAL IOWA,TRADE_NAME_DBA,11
GENSYS CORP,SOFTWARE RESONANCE GROUP INC,TRADE_NAME_DBA,11
